"id","sinif","mezmun_xetti","standart_kodu","standart_metni","alt_standart_kodu","alt_standart_metni","deyisiklik_novu","kohne_metni","esaslandirma","beynelxalq_istinad","bloom_seviyyesi","pisa_elaqesi","pirls_elaqesi","cefr_seviyyesi","olke_istinadi","yaradilma_tarixi","versiya","status"
94,1,"Yazı","3.4","Yaradıcı yazı: Sadə yaradıcı mətnlər (şeir, hekayə başlanğıcı) yazır.","3.4.1","Şəkillərə baxaraq sadə hekayə yazır","yeni",NA,"Bloom taksonomiyasında yaratma səviyyəsi, yaradıcı təfəkkür inkişafı",NA,"Yaratma",NA,NA,"A1",NA,2026-03-18 13:54:23.790821,1,"aktiv"
177,1,"Yazı","3.4","Yazının texniki tərəfləri: Düzgün oturuş, qələm tutma və yazı sürəti bacarıqlarını nümayiş etdirir.","3.4.1","Yazı zamanı düzgün oturuş və qələm tutma nümayiş etdirir","yeni",NA,"1-ci sinif üçün yazının texniki tərəfləri fundamental əhəmiyyət daşıyır",NA,"Tətbiq",NA,NA,"A1",NA,2026-03-19 14:23:08.287376,1,"aktiv"
222,1,"Yazı","3.4","Redaktə və təkmilləşdirmə: Yazdığı mətni sadə səviyyədə yoxlayır və düzəlişlər edir.","3.4.1","Yazısındakı açıq səhvləri tapır və düzəldir","yeni",NA,"PISA-da yazı prosesinin mərhələləri və öz-özünə qiymətləndirmə",NA,"Qiymətləndirmə",NA,NA,"A1",NA,2026-03-19 15:51:37.531823,1,"aktiv"
169,2,"Dil qaydaları","4.1","Azərbaycan dilinin əsas səs sistemini tanıyır və sadə sözləri düzgün tələffüz edir, yazılışda səs-hərf uyğunluğunu nümayiş etdirir.","2-4.1.1","Sait və samit səsləri fərqləndirir, onların əsas xüsusiyyətlərini təsvir edir və sadə sözlərdə düzgün istifadə edir.","yenilenib",NA,"CEFR A1 səviyyəsində fonetik biliklərin praktik tətbiqi, PISA-da oxu yazma bacarıqlarının inkişafı üçün əsas fonetik biliklərin formalaşması, Finlandiya və Estoniya təcrübəsində dil öyrənmənin erkən mərhələsində səs sisteminin mənimsənilməsi prioriteti",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.822409,1,"aktiv"
133,2,"Dil qaydaları","4.1","Orfoqrafiya: Dilin sadə fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.","2-4.1.2","Sözlərin əlifba sırasına uyğun ardıcıllığını müəyyən edir.","movcud",NA,"Əlifba bilgisi və sıralama bacarığı A1 səviyyəsi üçün əsasdır. PIRLS çərçəvəsində mətn strukturu anlayışına töhfə verir. Bütün aparıcı ölkələrdə oxşar əsas bacarıq mövcuddur.",NA,"xatırlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.793623,1,"aktiv"
132,2,"Dil qaydaları","4.1","Orfoqrafiya: Dilin sadə fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.","2-4.1.3","Yazıda sadə orfoqrafik normalarına riayət edir.","movcud",NA,"CEFR A1 səviyyəsinə uyğun yazılı məhsulda əsas orfoqrafik normaları tətbiq etmə bacarığını əks etdirir. Finlandiya və Estoniya standartlarında oxşar tələblər mövcuddur. Praktiki əhəmiyyət daşıyır və yaş qrupuna uyğundur.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.790743,1,"aktiv"
134,2,"Dil qaydaları","4.2","Qrammatika: Nitq vahidlərini (söz, cümlə) ümumi semantik mənalarına görə fərqləndirir.","2-4.2.1","Ad, əlamət, say, hərəkət bildirən sözlərin ümumi qrammatik mənalarını və morfoloji tərkibini müəyyən edir.","movcud",NA,"Qrammatik kateqoriyaların anlama səviyyəsində mənimsənilməsi CEFR A1 tələblərinə uyğundur. Yaponiya Kokugo və Finlandiya standartlarında oxşar yanaşma mövcuddur. Morfosintaktik sistemin əsaslarını qoyur.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.794965,1,"aktiv"
135,2,"Dil qaydaları","4.2","Qrammatika: Nitq vahidlərini (söz, cümlə) ümumi semantik mənalarına görə fərqləndirir.","2-4.2.2","Cümlənin ifadə etdiyi fikri müəyyən edir, məqsəd və intonasiyaya görə növlərini fərqləndirir.","movcud",NA,"Cümlə strukturu və növlərinin fərqləndirilməsi PIRLS çərçəvəsində mətn anlayışının təməlini təşkil edir. Estoniya və Kanada standartlarında belə yanaşma geniş təmsil olunub. A1 səviyyəsi üçün uyğundur.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.795895,1,"aktiv"
136,2,"Dil qaydaları","4.3","Punktuasiya: Yazıda sadə punktuasiya qaydalarına əməl edir.","2-4.3.2","Vergül işarəsindən istifadə ilə bağlı sadə qaydalara əməl edir.","movcud",NA,"Punktuasiya qaydalarının tətbiqi yazılı kommunikasiyanın əsasıdır. CEFR A1 səviyyəsi üçün sadə vergül istifadəsi kifayətlidir. Bütün aparıcı ölkələrdə oxşar tələblər vardır.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.796697,1,"aktiv"
137,2,"Dil qaydaları","4.3","Punktuasiya: Yazıda sadə punktuasiya qaydalarına əməl edir.","2-4.3.1","Cümlə sonunda müvafiq durğu işarələrindən istifadə edir.","movcud",NA,"Cümlə sonundakı durğu işarələri yazılı ünsiyyətin əsas elementləridir. CEFR A1 tələblərinə tam uyğundur. Finlandiya və Sinqapur standartlarında da prioritet təşkil edir.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.797503,1,"aktiv"
139,2,"Dil qaydaları","4.4","Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.","2-4.4.2","Sözlərin mənalarını müxtəlif üsullarla izah edir.","movcud",NA,"Leksik mənanın müxtəlif üsullarla izahı kommunikativ kompetensliyin inkişafına xidmət edir. CEFR A1 səviyyəsinə uyğundur və İrlandiya modelində oxşar yanaşma mövcuddur.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.799015,1,"aktiv"
138,2,"Dil qaydaları","4.4","Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.","2-4.4.1","Kontekstdən çıxış edərək sözün mənasını müəyyən edir.","movcud",NA,"Kontekstual məna çıxarma PISA və PIRLS-in əsas tələblərindəndir. Yaponiya və Kanada standartlarında geniş yer tutur. Oxu bacarığının inkişafı üçün kritik əhəmiyyət daşıyır.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.798274,1,"aktiv"
140,2,"Dinləmə və danışma","1.1","Dinləyib-anlama: Dinlədiyi məlumatı anlayır, izah edir və münasibət bildirir.","2-1.1.2","Dinlədiyi mətnin məzmununu şərh edir, obraz və fikirlərə münasibət bildirir.","movcud",NA,"Dinləmə bacarığında şərh və münasibət bildirmə PIRLS çərçəvəsinin 'interpretasiya və qiymətləndirmə' komponentinə uyğundur. Finlandiya və Estoniya standartlarında oxşar tələblər vardır.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.799791,1,"aktiv"
141,2,"Dinləmə və danışma","1.1","Dinləyib-anlama: Dinlədiyi məlumatı anlayır, izah edir və münasibət bildirir.","2-1.1.1","Dinlədiyi mətndəki əsas məqamlarla bağlı faktoloji suallara cavab verir.","movcud",NA,"Faktoloji məlumatın xatırlanması PIRLS-in 'aydın ifadə olunmuş məlumatın tapılması' komponentinə uyğundur. A1 səviyyəsi üçün təməl bacarıqdır və bütün aparıcı ölkələrdə mövcuddur.",NA,"xatırlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.800566,1,"aktiv"
142,2,"Dinləmə və danışma","1.1","Dinləyib-anlama: Dinlədiyi məlumatı anlayır, izah edir və münasibət bildirir.","2-1.1.3","Dinlədiyi mətni genişləndirir, davamını təxmin edir.","movcud",NA,"Mətnin davamını təxmin etmə yaradıcı və analitik düşüncəni inkişaf etdirir. PIRLS-in 'birbaşa nəticə çıxarma' tələbinə uyğundur. Sinqapur və Yaponiya standartlarında prioritetdir.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.801356,1,"aktiv"
143,2,"Dinləmə və danışma","1.2","Dialoji nitq: Müzakirə və dialoqlarda dinlədiyi fikirlərə adekvat reaksiya verir.","2-1.2.1","Həyatdan və əldə etdiyi məlumatlardan nümunələr gətirməklə dinlədiyi fikrə münasibət bildirir.","movcud",NA,"Real həyat təcrübəsi ilə məlumatın əlaqələndirilməsi Sinqapur STELLAR proqramının əsas prinsiplərinə uyğundur. CEFR A1 səviyyəsində şəxsi təcrübənin ifadəsi tələb olunur.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.802298,1,"aktiv"
144,2,"Dinləmə və danışma","1.2","Dialoji nitq: Müzakirə və dialoqlarda dinlədiyi fikirlərə adekvat reaksiya verir.","2-1.2.2","Mövzu üzrə əvvəlcədən müəyyənləşdirdiyi suallar əsasında dialoq qurur.","movcud",NA,"Struktur dialoq qurma bacarığı kommunikativ kompetensliyin təməlini təşkil edir. Kanada Ontario və İrlandiya standartlarında oxşar yanaşma mövcuddur. Interaktiv ünsiyyət bacarığını inkişaf etdirir.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.803039,1,"aktiv"
146,2,"Dinləmə və danışma","1.3","Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.","2-1.3.1","Oxuduğu və dinlədiyi mətnləri plan əsasında nəql edir.","movcud",NA,"Plan əsasında nəql etmə mətnin struktur xüsusiyyətlərini anlama bacarığını göstərir. PIRLS-in 'ideyaların inteqrasiyası' komponentinə uyğundur. Finlandiya standartlarında geniş yer tutur.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.804555,1,"aktiv"
145,2,"Dinləmə və danışma","1.3","Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.","2-1.3.3","Hər hansı hadisə, varlıq haqqında fikir və təəssüratlarını ifadə edir.","movcud",NA,"Şəxsi fikir və təəssüratların ifadəsi CEFR A1 səviyyəsinin əsas tələbidir. Yaponiya Kokugo standartlarında estetik duyumun ifadəsi kimi oxşar element mövcuddur.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.803786,1,"aktiv"
148,2,"Dinləmə və danışma","1.3","Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.","2-1.3.4","Araşdırma nəticəsində əldə etdiyi məlumatları rabitəli şəkildə təqdim edir.","movcud",NA,"Araşdırma bacarığı və nəticələrin təqdimatı Kanada Ontario standartlarının əsas komponentləridir. PISA çərçəvəsində məlumat əldə etmə və təqdim etmə bacarığına uyğundur.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.806054,1,"aktiv"
147,2,"Dinləmə və danışma","1.3","Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.","2-1.3.2","Şəkil, sxem və illustrasiyaları rabitəli şəkildə şifahi təqdim edir.","movcud",NA,"Vizual məlumatların şifahi təqdimi çoxmodal savadlılığın əsasıdır. Finlandiya standartlarında çoxmodal mətn anlama geniş yer tutur. PISA 2025 çərçəvəsinin tələblərinə uyğundur.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.805316,1,"aktiv"
149,2,"Dinləmə və danışma","1.4","Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.","2-1.4.1","Nitqində yeni öyrəndiyi söz və ifadələrdən kontekstə uyğun istifadə edir.","movcud",NA,"Leksik vahidlərin kontekstual istifadəsi CEFR A1 səviyyəsinin vacib tələbidir. Sinqapur STELLAR proqramında oxşar kommunikativ yanaşma prioritetdir.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.806786,1,"aktiv"
170,2,"Dinləmə və danışma","1.4","Ana dilində rahat və təbii şəkildə danışır, yaşına uyğun ifadə vasitələrindən istifadə edərək öz fikirlərini aydın çatdırır.","2-1.4.2","Danışarkən məqsədə uyğun intonasiya, səs tembri və ritmdən istifadə edir, dinləyicilərlə göz təması saxlayır və bədən dilini düzgün tətbiq edir.","yenilenib",NA,"CEFR A1 səviyyəsində şifahi ünsiyyət bacarıqları, PIRLS-də oxu-yazma əsaslarının formalaşması üçün şifahi nitqin inkişafı, Finlandiya və Kanada təcrübəsində kommunikativ yanaşmanın tətbiqi, Bloom taksonomiyasında yaradıcı və analitik təfəkkürün inkişafı",NA,"yaratma",NA,NA,"A1",NA,2026-03-19 14:14:17.823441,1,"aktiv"
150,2,"Oxu","2.1","Səlis və ifadəli oxu: Kiçik həcmli mətnləri sürətli, aydın, səlis oxuyur.","2-2.1.2","Cümlədə durğu işarələrini nəzərə almaqla oxuyur.","movcud",NA,"Durğu işarələrinə uyğun oxu mətnin mənasının düzgün çatdırılması üçün vacibdir. PIRLS çərçəvəsində səlis oxu bacarığının əsas komponentlərindəndir. Bütün aparıcı ölkələrdə təmsil olunur.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.807699,1,"aktiv"
151,2,"Oxu","2.1","Səlis və ifadəli oxu: Kiçik həcmli mətnləri sürətli, aydın, səlis oxuyur.","2-2.1.1","Müvafiq mətnləri sürətli və aydın səslə oxuyur.","movcud",NA,"Səlis oxu PIRLS çərçəvəsinin təməl bacarığıdır və mətnin anlaşılmasına birbaşa təsir edir. A1 səviyyəsi üçün sürət və aydınlıq tələbləri uyğundur. Finlandiya və Estoniya standartlarında oxşar yanaşma vardır.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.808776,1,"aktiv"
152,2,"Oxu","2.2","Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.","2-2.2.1","Oxuduğu mətndəki hadisələri, obrazları, zaman, məkan, fakt və fikirləri müəyyənləşdirir.","movcud",NA,"Mətn elementlərinin tanınması PIRLS-in 'aydın ifadə olunmuş məlumatın tapılması' komponentinin təməlini təşkil edir. CEFR A1 səviyyəsi üçün əsas bacarıqdır və bütün aparıcı ölkələrdə mövcuddur.",NA,"xatırlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.809519,1,"aktiv"
153,2,"Oxu","2.2","Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.","2-2.2.2","Qrafik təsvirlərdən istifadə etməklə mətndəki məlumatları mənimsədiyini nümayiş etdirir.","movcud",NA,"Qrafik təsvirlə məlumatın əlaqələndirilməsi çoxmodal savadlılığın əsasıdır. Finlandiya standartlarında çoxmodal mətnlərlə işləmə geniş yer tutur. PISA 2025-in yeni tələblərinə uyğundur.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.810274,1,"aktiv"
154,2,"Oxu","2.2","Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.","2-2.2.3","Kontekstdən çıxış edərək sözün mənasını müəyyən edir.","movcud",NA,"Kontekstual məna çıxarma PISA və PIRLS-in əsas tələblərindəndir. Leksik inkişaf üçün kritik əhəmiyyət daşıyır. Yaponiya və Kanada standartlarında prioritet təşkil edir.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.81102,1,"aktiv"
157,2,"Oxu","2.3","Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.","2-2.3.3","Mətndə əsas fikri müəyyən edir.","movcud",NA,"Əsas fikrin müəyyən edilməsi PIRLS çərçəvəsinin mərkəzi komponentlərindəndir. Mətnin dərin anlaşılması üçün vacibdir. Bütün aparıcı ölkələrin standartlarında mövcuddur.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.813253,1,"aktiv"
155,2,"Oxu","2.3","Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.","2-2.3.1","Mətndəki hadisə, fakt və fikirlərin arasındakı əlaqəni müəyyən edir.","movcud",NA,"Mətnlərarası əlaqələrin müəyyən edilməsi PIRLS-in 'ideyaların inteqrasiyası' komponentinə uyğundur. Analitik düşüncənin inkişafı üçün vacibdir. Sinqapur və Estoniya standartlarında oxşar yanaşma vardır.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.811771,1,"aktiv"
156,2,"Oxu","2.3","Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.","2-2.3.2","Mətndəki hadisələr və obrazların davranışından çıxış edərək xarakterləri təhlil edir.","movcud",NA,"Xarakter təhlili Bloom taksonomiyasının 'təhlil etmək' səviyyəsinə uyğundur və ədəbi düşüncənin inkişafı üçün vacibdir. Yaponiya Kokugo standartlarında oxşar yanaşma geniş yer tutur.",NA,"təhlil etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.812506,1,"aktiv"
160,2,"Oxu","2.4","Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.","2-2.4.3","Bədii və qeyri-bədii mətnlərin məzmun-struktur xüsusiyyətlərini izah edir.","movcud",NA,"Mətn növlərinin struktur xüsusiyyətlərinin fərqləndirilməsi PIRLS çərçəvəsinin əsas tələblərindəndir. Mətn tipologiyasının anlayışı üçün vacibdir. Finlandiya standartlarında geniş təmsil olunur.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.815577,1,"aktiv"
161,2,"Oxu","2.4","Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.","2-2.4.4","Müxtəlif mətnləri mövzu, məzmun və ideya baxımından müqayisə edir.","movcud",NA,"Mətnlərin müqayisəli təhlili Bloom taksonomiyasının 'təhlil etmək' səviyyəsinə uyğundur və tənqidi düşüncəni inkişaf etdirir. Estoniya və Sinqapur standartlarında oxşar yanaşma mövcuddur.",NA,"təhlil etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.816327,1,"aktiv"
159,2,"Oxu","2.4","Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.","2-2.4.2","Mətni təxəyyülünə uyğun davam etdirir.","movcud",NA,"Yaradıcı davamın yazılması Bloom taksonomiyasının ən yüksək 'yaratmaq' səviyyəsinə uyğundur. İrlandiya və Yaponiya standartlarında yaradıcılıq komponenti prioritetdir.",NA,"yaratmaq",NA,NA,"A1",NA,2026-03-19 14:14:17.814804,1,"aktiv"
158,2,"Oxu","2.4","Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.","2-2.4.1","Mətndəki fakt, hadisə və obrazlara münasibətini bildirir.","movcud",NA,"Şəxsi münasibətin ifadəsi PIRLS-in 'əks etdirmə və qiymətləndirmə' komponentinə uyğundur. Tənqidi düşüncənin inkişafı üçün təməl yaradır. Kanada Ontario standartlarında oxşar yanaşma vardır.",NA,"anlamaq",NA,NA,"A1",NA,2026-03-19 14:14:17.814,1,"aktiv"
164,2,"Yazı","3.1","Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.","2-3.1.3","Öyrəndiyi sadə orfoqrafiya, qrammatika və punktuasiya qaydalarına yazısında riayət edir.","movcud",NA,"Dil normalarının yazıda tətbiqi CEFR A1 səviyyəsinin vacib tələbidir. Yazılı məhsulun keyfiyyətini təmin edir. Bütün aparıcı ölkələrdə oxşar standartlar vardır.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.818614,1,"aktiv"
162,2,"Yazı","3.1","Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.","2-3.1.1","Yazısının aydın və oxunaqlı olması üçün müvafiq yazı normalarına əməl edir.","movcud",NA,"Yazı normalarına riayət CEFR A1 səviyyəsinin təməl tələbidir. Yazılı kommunikasiyanın effektivliyi üçün vacibdir. Bütün aparıcı ölkələrin standartlarında mövcuddur.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.817092,1,"aktiv"
163,2,"Yazı","3.1","Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.","2-3.1.2","Məlumatları ardıcıllıqla əks etdirir.","movcud",NA,"Məlumatın ardıcıl təqdimatı mətn koherensiyasının əsasıdır. PISA çərçəvəsində yazılı kommunikasiyanın vacib komponentidir. Finlandiya və Kanada standartlarında geniş yer tutur.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.817872,1,"aktiv"
167,2,"Yazı","3.2","Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq kiçikhəcmli sadə mətnlər yazır.","2-3.2.3","Suallar əsasında mövzu ilə bağlı qeyri-bədii (informativ) mətn yazır.","movcud",NA,"İnformativ mətn yazma akademik yazının əsaslarını qoyur. PISA çərçəvəsində qeyri-bədii mətnlərlə işləmə vacib komponentdir. Estoniya və Finlandiya standartlarında prioritetdir.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.8209,1,"aktiv"
165,2,"Yazı","3.2","Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq kiçikhəcmli sadə mətnlər yazır.","2-3.2.1","Bildiyi və ya yeni tanış olduğu məlumatları yazısında əks etdirir.","movcud",NA,"Məlum məlumatın yazılı formada ifadəsi CEFR A1 səviyyəsinə tam uyğundur. Reproduktiv yazı bacarığının inkişafı üçün vacibdir. Sinqapur STELLAR proqramında oxşar yanaşma vardır.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.819426,1,"aktiv"
168,2,"Yazı","3.2","Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq kiçikhəcmli sadə mətnlər yazır.","2-3.2.4","Təqdimat üçün müxtəlif vizual forma və üsullar seçir.","movcud",NA,"Vizual təqdimat rəqəmsal çağın tələblərinə uyğundur və çoxmodal savadlılığın inkişafına xidmət edir. Finlandiya standartlarında çoxmodal mətnlərin yaradılması geniş yer tutur.",NA,"tətbiq etmək",NA,NA,"A1",NA,2026-03-19 14:14:17.821646,1,"aktiv"
166,2,"Yazı","3.2","Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq kiçikhəcmli sadə mətnlər yazır.","2-3.2.2","Təxəyyülünə əsasən sadə süjetli bədii mətn yazır.","movcud",NA,"Yaradıcı yazı Bloom taksonomiyasının ən yüksək səviyyəsinə uyğundur və təxəyyülün inkişafını təmin edir. İrlandiya və Yaponiya standartlarında yaradıcılıq komponenti güclüdür.",NA,"yaratmaq",NA,NA,"A1",NA,2026-03-19 14:14:17.820165,1,"aktiv"
